# Command: for ((i=1; i <= 16; i+=1)) do ./counter_bench --nproc $i -i 0 -o 100000; done
1,73.319000
2,256.539000
3,243.086000
4,331.530000
5,375.930000
6,402.029000
7,415.902000
8,412.279000
9,521.155000
10,573.330000
11,616.578000
12,648.087000
13,661.375000
14,651.272000
15,652.159000
16,656.767000
